rank,model_id,model_name,avg_agentic_coding_score,benchmark_coverage,swe_bench_verified_pct,livecodebench_pct,swerebench_pct,arena_elo_coding,arena_elo
1116,fireworks-ai-accounts-fireworks-models-codegemma-2b,fireworks-ai-accounts-fireworks-models-codegemma-2b,,0,,,,,
1117,fireworks-ai-accounts-fireworks-models-codegemma-7b,fireworks-ai-accounts-fireworks-models-codegemma-7b,,0,,,,,
1118,fireworks-ai-accounts-fireworks-models-cogito-671b-v2-p1,fireworks-ai-accounts-fireworks-models-cogito-671b-v2-p1,,0,,,,,
1119,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-llama-3b,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-llama-3b,,0,,,,,
1120,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-llama-70b,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-llama-70b,,0,,,,,
1121,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-llama-8b,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-llama-8b,,0,,,,,
1122,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-qwen-14b,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-qwen-14b,,0,,,,,
1123,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-qwen-32b,fireworks-ai-accounts-fireworks-models-cogito-v1-preview-qwen-32b,,0,,,,,
1124,fireworks-ai-accounts-fireworks-models-dbrx-instruct,fireworks-ai-accounts-fireworks-models-dbrx-instruct,,0,,,,,
1125,fireworks-ai-accounts-fireworks-models-deepseek-coder-1b-base,fireworks-ai-accounts-fireworks-models-deepseek-coder-1b-base,,0,,,,,
1126,fireworks-ai-accounts-fireworks-models-deepseek-coder-33b-instruct,fireworks-ai-accounts-fireworks-models-deepseek-coder-33b-instruct,,0,,,,,
1127,fireworks-ai-accounts-fireworks-models-deepseek-coder-7b-base,fireworks-ai-accounts-fireworks-models-deepseek-coder-7b-base,,0,,,,,
1128,fireworks-ai-accounts-fireworks-models-deepseek-coder-7b-base-v1p5,fireworks-ai-accounts-fireworks-models-deepseek-coder-7b-base-v1p5,,0,,,,,
1129,fireworks-ai-accounts-fireworks-models-deepseek-coder-7b-instruct-v1p5,fireworks-ai-accounts-fireworks-models-deepseek-coder-7b-instruct-v1p5,,0,,,,,
1130,fireworks-ai-accounts-fireworks-models-deepseek-coder-v2-instruct,fireworks-ai-accounts-fireworks-models-deepseek-coder-v2-instruct,,0,,,,,
1131,fireworks-ai-accounts-fireworks-models-deepseek-coder-v2-lite-base,fireworks-ai-accounts-fireworks-models-deepseek-coder-v2-lite-base,,0,,,,,
1132,fireworks-ai-accounts-fireworks-models-deepseek-coder-v2-lite-instruct,fireworks-ai-accounts-fireworks-models-deepseek-coder-v2-lite-instruct,,0,,,,,
1133,fireworks-ai-accounts-fireworks-models-deepseek-prover-v2,fireworks-ai-accounts-fireworks-models-deepseek-prover-v2,,0,,,,,
1134,fireworks-ai-accounts-fireworks-models-deepseek-r1,fireworks-ai-accounts-fireworks-models-deepseek-r1,,0,,,,,
1135,fireworks-ai-accounts-fireworks-models-deepseek-r1-0528,fireworks-ai-accounts-fireworks-models-deepseek-r1-0528,,0,,,,,
1136,fireworks-ai-accounts-fireworks-models-deepseek-r1-0528-distill-qwen3-8b,fireworks-ai-accounts-fireworks-models-deepseek-r1-0528-distill-qwen3-8b,,0,,,,,
1137,fireworks-ai-accounts-fireworks-models-deepseek-r1-basic,fireworks-ai-accounts-fireworks-models-deepseek-r1-basic,,0,,,,,
1138,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-llama-70b,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-llama-70b,,0,,,,,
1139,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-llama-8b,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-llama-8b,,0,,,,,
1140,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-14b,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-14b,,0,,,,,
1141,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-1p5b,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-1p5b,,0,,,,,
1142,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-32b,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-32b,,0,,,,,
1143,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-7b,fireworks-ai-accounts-fireworks-models-deepseek-r1-distill-qwen-7b,,0,,,,,
1144,fireworks-ai-accounts-fireworks-models-deepseek-v2-lite-chat,fireworks-ai-accounts-fireworks-models-deepseek-v2-lite-chat,,0,,,,,
1145,fireworks-ai-accounts-fireworks-models-deepseek-v2p5,fireworks-ai-accounts-fireworks-models-deepseek-v2p5,,0,,,,,
1146,fireworks-ai-accounts-fireworks-models-deepseek-v3,fireworks-ai-accounts-fireworks-models-deepseek-v3,,0,,,,,
1147,fireworks-ai-accounts-fireworks-models-deepseek-v3-0324,fireworks-ai-accounts-fireworks-models-deepseek-v3-0324,,0,,,,,
1148,fireworks-ai-accounts-fireworks-models-deepseek-v3p1,fireworks-ai-accounts-fireworks-models-deepseek-v3p1,,0,,,,,
1149,fireworks-ai-accounts-fireworks-models-deepseek-v3p1-terminus,fireworks-ai-accounts-fireworks-models-deepseek-v3p1-terminus,,0,,,,,
1150,fireworks-ai-accounts-fireworks-models-deepseek-v3p2,fireworks-ai-accounts-fireworks-models-deepseek-v3p2,,0,,,,,
1151,fireworks-ai-accounts-fireworks-models-devstral-small-2505,fireworks-ai-accounts-fireworks-models-devstral-small-2505,,0,,,,,
1152,fireworks-ai-accounts-fireworks-models-dobby-mini-unhinged-plus-llama-3-1-8b,fireworks-ai-accounts-fireworks-models-dobby-mini-unhinged-plus-llama-3-1-8b,,0,,,,,
1153,fireworks-ai-accounts-fireworks-models-dobby-unhinged-llama-3-3-70b-new,fireworks-ai-accounts-fireworks-models-dobby-unhinged-llama-3-3-70b-new,,0,,,,,
1154,fireworks-ai-accounts-fireworks-models-dolphin-2-9-2-qwen2-72b,fireworks-ai-accounts-fireworks-models-dolphin-2-9-2-qwen2-72b,,0,,,,,
1155,fireworks-ai-accounts-fireworks-models-dolphin-2p6-mixtral-8x7b,fireworks-ai-accounts-fireworks-models-dolphin-2p6-mixtral-8x7b,,0,,,,,
1156,fireworks-ai-accounts-fireworks-models-ernie-4p5-21b-a3b-pt,fireworks-ai-accounts-fireworks-models-ernie-4p5-21b-a3b-pt,,0,,,,,
1157,fireworks-ai-accounts-fireworks-models-ernie-4p5-300b-a47b-pt,fireworks-ai-accounts-fireworks-models-ernie-4p5-300b-a47b-pt,,0,,,,,
1158,fireworks-ai-accounts-fireworks-models-fare-20b,fireworks-ai-accounts-fireworks-models-fare-20b,,0,,,,,
1159,fireworks-ai-accounts-fireworks-models-firefunction-v1,fireworks-ai-accounts-fireworks-models-firefunction-v1,,0,,,,,
1160,fireworks-ai-accounts-fireworks-models-firefunction-v2,fireworks-ai-accounts-fireworks-models-firefunction-v2,,0,,,,,
1161,fireworks-ai-accounts-fireworks-models-firellava-13b,fireworks-ai-accounts-fireworks-models-firellava-13b,,0,,,,,
1162,fireworks-ai-accounts-fireworks-models-firesearch-ocr-v6,fireworks-ai-accounts-fireworks-models-firesearch-ocr-v6,,0,,,,,
1163,fireworks-ai-accounts-fireworks-models-fireworks-asr-large,fireworks-ai-accounts-fireworks-models-fireworks-asr-large,,0,,,,,
1164,fireworks-ai-accounts-fireworks-models-fireworks-asr-v2,fireworks-ai-accounts-fireworks-models-fireworks-asr-v2,,0,,,,,
1165,fireworks-ai-accounts-fireworks-models-flux-1-dev,fireworks-ai-accounts-fireworks-models-flux-1-dev,,0,,,,,
1166,fireworks-ai-accounts-fireworks-models-flux-1-dev-controlnet-union,fireworks-ai-accounts-fireworks-models-flux-1-dev-controlnet-union,,0,,,,,
1167,fireworks-ai-accounts-fireworks-models-flux-1-dev-fp8,fireworks-ai-accounts-fireworks-models-flux-1-dev-fp8,,0,,,,,
1168,fireworks-ai-accounts-fireworks-models-flux-1-schnell,fireworks-ai-accounts-fireworks-models-flux-1-schnell,,0,,,,,
1169,fireworks-ai-accounts-fireworks-models-flux-1-schnell-fp8,fireworks-ai-accounts-fireworks-models-flux-1-schnell-fp8,,0,,,,,
1170,fireworks-ai-accounts-fireworks-models-flux-kontext-max,fireworks-ai-accounts-fireworks-models-flux-kontext-max,,0,,,,,
1171,fireworks-ai-accounts-fireworks-models-flux-kontext-pro,fireworks-ai-accounts-fireworks-models-flux-kontext-pro,,0,,,,,
1172,fireworks-ai-accounts-fireworks-models-gemma-2b-it,fireworks-ai-accounts-fireworks-models-gemma-2b-it,,0,,,,,
1173,fireworks-ai-accounts-fireworks-models-gemma-3-27b-it,fireworks-ai-accounts-fireworks-models-gemma-3-27b-it,,0,,,,,
1174,fireworks-ai-accounts-fireworks-models-gemma-7b,fireworks-ai-accounts-fireworks-models-gemma-7b,,0,,,,,
1175,fireworks-ai-accounts-fireworks-models-gemma-7b-it,fireworks-ai-accounts-fireworks-models-gemma-7b-it,,0,,,,,
1176,fireworks-ai-accounts-fireworks-models-gemma2-9b-it,fireworks-ai-accounts-fireworks-models-gemma2-9b-it,,0,,,,,
1177,fireworks-ai-accounts-fireworks-models-glm-4p5,fireworks-ai-accounts-fireworks-models-glm-4p5,,0,,,,,
1178,fireworks-ai-accounts-fireworks-models-glm-4p5-air,fireworks-ai-accounts-fireworks-models-glm-4p5-air,,0,,,,,
1179,fireworks-ai-accounts-fireworks-models-glm-4p5v,fireworks-ai-accounts-fireworks-models-glm-4p5v,,0,,,,,
1180,fireworks-ai-accounts-fireworks-models-glm-4p6,fireworks-ai-accounts-fireworks-models-glm-4p6,,0,,,,,
1181,fireworks-ai-accounts-fireworks-models-glm-4p7,fireworks-ai-accounts-fireworks-models-glm-4p7,,0,,,,,
1182,fireworks-ai-accounts-fireworks-models-gpt-oss-120b,fireworks-ai-accounts-fireworks-models-gpt-oss-120b,,0,,,,,
1183,fireworks-ai-accounts-fireworks-models-gpt-oss-20b,fireworks-ai-accounts-fireworks-models-gpt-oss-20b,,0,,,,,
1184,fireworks-ai-accounts-fireworks-models-gpt-oss-safeguard-120b,fireworks-ai-accounts-fireworks-models-gpt-oss-safeguard-120b,,0,,,,,
1185,fireworks-ai-accounts-fireworks-models-gpt-oss-safeguard-20b,fireworks-ai-accounts-fireworks-models-gpt-oss-safeguard-20b,,0,,,,,
1186,fireworks-ai-accounts-fireworks-models-hermes-2-pro-mistral-7b,fireworks-ai-accounts-fireworks-models-hermes-2-pro-mistral-7b,,0,,,,,
1187,fireworks-ai-accounts-fireworks-models-internvl3-38b,fireworks-ai-accounts-fireworks-models-internvl3-38b,,0,,,,,
1188,fireworks-ai-accounts-fireworks-models-internvl3-78b,fireworks-ai-accounts-fireworks-models-internvl3-78b,,0,,,,,
1189,fireworks-ai-accounts-fireworks-models-internvl3-8b,fireworks-ai-accounts-fireworks-models-internvl3-8b,,0,,,,,
1190,fireworks-ai-accounts-fireworks-models-japanese-stable-diffusion-xl,fireworks-ai-accounts-fireworks-models-japanese-stable-diffusion-xl,,0,,,,,
1191,fireworks-ai-accounts-fireworks-models-kat-coder,fireworks-ai-accounts-fireworks-models-kat-coder,,0,,,,,
1192,fireworks-ai-accounts-fireworks-models-kat-dev-32b,fireworks-ai-accounts-fireworks-models-kat-dev-32b,,0,,,,,
1193,fireworks-ai-accounts-fireworks-models-kat-dev-72b-exp,fireworks-ai-accounts-fireworks-models-kat-dev-72b-exp,,0,,,,,
1194,fireworks-ai-accounts-fireworks-models-kimi-k2-instruct,fireworks-ai-accounts-fireworks-models-kimi-k2-instruct,,0,,,,,
1195,fireworks-ai-accounts-fireworks-models-kimi-k2-instruct-0905,fireworks-ai-accounts-fireworks-models-kimi-k2-instruct-0905,,0,,,,,
1196,fireworks-ai-accounts-fireworks-models-kimi-k2-thinking,fireworks-ai-accounts-fireworks-models-kimi-k2-thinking,,0,,,,,
1197,fireworks-ai-accounts-fireworks-models-kimi-k2p5,fireworks-ai-accounts-fireworks-models-kimi-k2p5,,0,,,,,
1198,fireworks-ai-accounts-fireworks-models-llama-guard-2-8b,fireworks-ai-accounts-fireworks-models-llama-guard-2-8b,,0,,,,,
1199,fireworks-ai-accounts-fireworks-models-llama-guard-3-1b,fireworks-ai-accounts-fireworks-models-llama-guard-3-1b,,0,,,,,
1200,fireworks-ai-accounts-fireworks-models-llama-guard-3-8b,fireworks-ai-accounts-fireworks-models-llama-guard-3-8b,,0,,,,,
1201,fireworks-ai-accounts-fireworks-models-llama-v2-13b,fireworks-ai-accounts-fireworks-models-llama-v2-13b,,0,,,,,
1202,fireworks-ai-accounts-fireworks-models-llama-v2-13b-chat,fireworks-ai-accounts-fireworks-models-llama-v2-13b-chat,,0,,,,,
1203,fireworks-ai-accounts-fireworks-models-llama-v2-70b,fireworks-ai-accounts-fireworks-models-llama-v2-70b,,0,,,,,
1204,fireworks-ai-accounts-fireworks-models-llama-v2-70b-chat,fireworks-ai-accounts-fireworks-models-llama-v2-70b-chat,,0,,,,,
1205,fireworks-ai-accounts-fireworks-models-llama-v2-7b,fireworks-ai-accounts-fireworks-models-llama-v2-7b,,0,,,,,
1206,fireworks-ai-accounts-fireworks-models-llama-v2-7b-chat,fireworks-ai-accounts-fireworks-models-llama-v2-7b-chat,,0,,,,,
1207,fireworks-ai-accounts-fireworks-models-llama-v3-70b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3-70b-instruct,,0,,,,,
1208,fireworks-ai-accounts-fireworks-models-llama-v3-70b-instruct-hf,fireworks-ai-accounts-fireworks-models-llama-v3-70b-instruct-hf,,0,,,,,
1209,fireworks-ai-accounts-fireworks-models-llama-v3-8b,fireworks-ai-accounts-fireworks-models-llama-v3-8b,,0,,,,,
1210,fireworks-ai-accounts-fireworks-models-llama-v3-8b-instruct-hf,fireworks-ai-accounts-fireworks-models-llama-v3-8b-instruct-hf,,0,,,,,
1211,fireworks-ai-accounts-fireworks-models-llama-v3p1-405b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p1-405b-instruct,,0,,,,,
1212,fireworks-ai-accounts-fireworks-models-llama-v3p1-405b-instruct-long,fireworks-ai-accounts-fireworks-models-llama-v3p1-405b-instruct-long,,0,,,,,
1213,fireworks-ai-accounts-fireworks-models-llama-v3p1-70b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p1-70b-instruct,,0,,,,,
1214,fireworks-ai-accounts-fireworks-models-llama-v3p1-70b-instruct-1b,fireworks-ai-accounts-fireworks-models-llama-v3p1-70b-instruct-1b,,0,,,,,
1215,fireworks-ai-accounts-fireworks-models-llama-v3p1-8b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p1-8b-instruct,,0,,,,,
1216,fireworks-ai-accounts-fireworks-models-llama-v3p1-nemotron-70b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p1-nemotron-70b-instruct,,0,,,,,
1217,fireworks-ai-accounts-fireworks-models-llama-v3p2-11b-vision-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p2-11b-vision-instruct,,0,,,,,
1218,fireworks-ai-accounts-fireworks-models-llama-v3p2-1b,fireworks-ai-accounts-fireworks-models-llama-v3p2-1b,,0,,,,,
1219,fireworks-ai-accounts-fireworks-models-llama-v3p2-1b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p2-1b-instruct,,0,,,,,
1220,fireworks-ai-accounts-fireworks-models-llama-v3p2-3b,fireworks-ai-accounts-fireworks-models-llama-v3p2-3b,,0,,,,,
1221,fireworks-ai-accounts-fireworks-models-llama-v3p2-3b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p2-3b-instruct,,0,,,,,
1222,fireworks-ai-accounts-fireworks-models-llama-v3p2-90b-vision-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p2-90b-vision-instruct,,0,,,,,
1223,fireworks-ai-accounts-fireworks-models-llama-v3p3-70b-instruct,fireworks-ai-accounts-fireworks-models-llama-v3p3-70b-instruct,,0,,,,,
1224,fireworks-ai-accounts-fireworks-models-llama4-maverick-instruct-basic,fireworks-ai-accounts-fireworks-models-llama4-maverick-instruct-basic,,0,,,,,
1225,fireworks-ai-accounts-fireworks-models-llama4-scout-instruct-basic,fireworks-ai-accounts-fireworks-models-llama4-scout-instruct-basic,,0,,,,,
1226,fireworks-ai-accounts-fireworks-models-llamaguard-7b,fireworks-ai-accounts-fireworks-models-llamaguard-7b,,0,,,,,
1227,fireworks-ai-accounts-fireworks-models-llava-yi-34b,fireworks-ai-accounts-fireworks-models-llava-yi-34b,,0,,,,,
1228,fireworks-ai-accounts-fireworks-models-minimax-m1-80k,fireworks-ai-accounts-fireworks-models-minimax-m1-80k,,0,,,,,
1229,fireworks-ai-accounts-fireworks-models-minimax-m2,fireworks-ai-accounts-fireworks-models-minimax-m2,,0,,,,,
1230,fireworks-ai-accounts-fireworks-models-minimax-m2p1,fireworks-ai-accounts-fireworks-models-minimax-m2p1,,0,,,,,
1231,fireworks-ai-accounts-fireworks-models-ministral-3-14b-instruct-2512,fireworks-ai-accounts-fireworks-models-ministral-3-14b-instruct-2512,,0,,,,,
1232,fireworks-ai-accounts-fireworks-models-ministral-3-3b-instruct-2512,fireworks-ai-accounts-fireworks-models-ministral-3-3b-instruct-2512,,0,,,,,
1233,fireworks-ai-accounts-fireworks-models-ministral-3-8b-instruct-2512,fireworks-ai-accounts-fireworks-models-ministral-3-8b-instruct-2512,,0,,,,,
1234,fireworks-ai-accounts-fireworks-models-mistral-7b,fireworks-ai-accounts-fireworks-models-mistral-7b,,0,,,,,
1235,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-4k,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-4k,,0,,,,,
1236,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-v0p2,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-v0p2,,0,,,,,
1237,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-v3,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-v3,,0,,,,,
1238,fireworks-ai-accounts-fireworks-models-mistral-7b-v0p2,fireworks-ai-accounts-fireworks-models-mistral-7b-v0p2,,0,,,,,
1239,fireworks-ai-accounts-fireworks-models-mistral-large-3-fp8,fireworks-ai-accounts-fireworks-models-mistral-large-3-fp8,,0,,,,,
1240,fireworks-ai-accounts-fireworks-models-mistral-nemo-base-2407,fireworks-ai-accounts-fireworks-models-mistral-nemo-base-2407,,0,,,,,
1241,fireworks-ai-accounts-fireworks-models-mistral-nemo-instruct-2407,fireworks-ai-accounts-fireworks-models-mistral-nemo-instruct-2407,,0,,,,,
1242,fireworks-ai-accounts-fireworks-models-mistral-small-24b-instruct-2501,fireworks-ai-accounts-fireworks-models-mistral-small-24b-instruct-2501,,0,,,,,
1243,fireworks-ai-accounts-fireworks-models-mixtral-8x22b,fireworks-ai-accounts-fireworks-models-mixtral-8x22b,,0,,,,,
1244,fireworks-ai-accounts-fireworks-models-mixtral-8x22b-instruct,fireworks-ai-accounts-fireworks-models-mixtral-8x22b-instruct,,0,,,,,
1245,fireworks-ai-accounts-fireworks-models-mixtral-8x22b-instruct-hf,fireworks-ai-accounts-fireworks-models-mixtral-8x22b-instruct-hf,,0,,,,,
1246,fireworks-ai-accounts-fireworks-models-mixtral-8x7b,fireworks-ai-accounts-fireworks-models-mixtral-8x7b,,0,,,,,
1247,fireworks-ai-accounts-fireworks-models-mixtral-8x7b-instruct,fireworks-ai-accounts-fireworks-models-mixtral-8x7b-instruct,,0,,,,,
1248,fireworks-ai-accounts-fireworks-models-mixtral-8x7b-instruct-hf,fireworks-ai-accounts-fireworks-models-mixtral-8x7b-instruct-hf,,0,,,,,
1249,fireworks-ai-accounts-fireworks-models-mythomax-l2-13b,fireworks-ai-accounts-fireworks-models-mythomax-l2-13b,,0,,,,,
1250,fireworks-ai-accounts-fireworks-models-nemotron-nano-v2-12b-vl,fireworks-ai-accounts-fireworks-models-nemotron-nano-v2-12b-vl,,0,,,,,
1251,fireworks-ai-accounts-fireworks-models-nous-capybara-7b-v1p9,fireworks-ai-accounts-fireworks-models-nous-capybara-7b-v1p9,,0,,,,,
1252,fireworks-ai-accounts-fireworks-models-nous-hermes-2-mixtral-8x7b-dpo,fireworks-ai-accounts-fireworks-models-nous-hermes-2-mixtral-8x7b-dpo,,0,,,,,
1253,fireworks-ai-accounts-fireworks-models-nous-hermes-2-yi-34b,fireworks-ai-accounts-fireworks-models-nous-hermes-2-yi-34b,,0,,,,,
1254,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-13b,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-13b,,0,,,,,
1255,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-70b,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-70b,,0,,,,,
1256,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-7b,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-7b,,0,,,,,
1257,fireworks-ai-accounts-fireworks-models-nvidia-nemotron-nano-12b-v2,fireworks-ai-accounts-fireworks-models-nvidia-nemotron-nano-12b-v2,,0,,,,,
1258,fireworks-ai-accounts-fireworks-models-nvidia-nemotron-nano-9b-v2,fireworks-ai-accounts-fireworks-models-nvidia-nemotron-nano-9b-v2,,0,,,,,
1259,fireworks-ai-accounts-fireworks-models-openchat-3p5-0106-7b,fireworks-ai-accounts-fireworks-models-openchat-3p5-0106-7b,,0,,,,,
1260,fireworks-ai-accounts-fireworks-models-openhermes-2-mistral-7b,fireworks-ai-accounts-fireworks-models-openhermes-2-mistral-7b,,0,,,,,
1261,fireworks-ai-accounts-fireworks-models-openhermes-2p5-mistral-7b,fireworks-ai-accounts-fireworks-models-openhermes-2p5-mistral-7b,,0,,,,,
1262,fireworks-ai-accounts-fireworks-models-openorca-7b,fireworks-ai-accounts-fireworks-models-openorca-7b,,0,,,,,
1263,fireworks-ai-accounts-fireworks-models-phi-2-3b,fireworks-ai-accounts-fireworks-models-phi-2-3b,,0,,,,,
1264,fireworks-ai-accounts-fireworks-models-phi-3-mini-128k-instruct,fireworks-ai-accounts-fireworks-models-phi-3-mini-128k-instruct,,0,,,,,
1265,fireworks-ai-accounts-fireworks-models-phi-3-vision-128k-instruct,fireworks-ai-accounts-fireworks-models-phi-3-vision-128k-instruct,,0,,,,,
1266,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-python-v1,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-python-v1,,0,,,,,
1267,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-v1,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-v1,,0,,,,,
1268,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-v2,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-v2,,0,,,,,
1269,fireworks-ai-accounts-fireworks-models-playground-v2-1024px-aesthetic,fireworks-ai-accounts-fireworks-models-playground-v2-1024px-aesthetic,,0,,,,,
1270,fireworks-ai-accounts-fireworks-models-playground-v2-5-1024px-aesthetic,fireworks-ai-accounts-fireworks-models-playground-v2-5-1024px-aesthetic,,0,,,,,
1271,fireworks-ai-accounts-fireworks-models-pythia-12b,fireworks-ai-accounts-fireworks-models-pythia-12b,,0,,,,,
1272,fireworks-ai-accounts-fireworks-models-qwen-qwq-32b-preview,fireworks-ai-accounts-fireworks-models-qwen-qwq-32b-preview,,0,,,,,
1273,fireworks-ai-accounts-fireworks-models-qwen-v2p5-14b-instruct,fireworks-ai-accounts-fireworks-models-qwen-v2p5-14b-instruct,,0,,,,,
1274,fireworks-ai-accounts-fireworks-models-qwen-v2p5-7b,fireworks-ai-accounts-fireworks-models-qwen-v2p5-7b,,0,,,,,
1275,fireworks-ai-accounts-fireworks-models-qwen1p5-72b-chat,fireworks-ai-accounts-fireworks-models-qwen1p5-72b-chat,,0,,,,,
1276,fireworks-ai-accounts-fireworks-models-qwen2-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-72b-instruct,,0,,,,,
1277,fireworks-ai-accounts-fireworks-models-qwen2-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-7b-instruct,,0,,,,,
1278,fireworks-ai-accounts-fireworks-models-qwen2-vl-2b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-vl-2b-instruct,,0,,,,,
1279,fireworks-ai-accounts-fireworks-models-qwen2-vl-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-vl-72b-instruct,,0,,,,,
1280,fireworks-ai-accounts-fireworks-models-qwen2-vl-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-vl-7b-instruct,,0,,,,,
1281,fireworks-ai-accounts-fireworks-models-qwen2p5-0p5b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-0p5b-instruct,,0,,,,,
1282,fireworks-ai-accounts-fireworks-models-qwen2p5-14b,fireworks-ai-accounts-fireworks-models-qwen2p5-14b,,0,,,,,
1283,fireworks-ai-accounts-fireworks-models-qwen2p5-1p5b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-1p5b-instruct,,0,,,,,
1284,fireworks-ai-accounts-fireworks-models-qwen2p5-32b,fireworks-ai-accounts-fireworks-models-qwen2p5-32b,,0,,,,,
1285,fireworks-ai-accounts-fireworks-models-qwen2p5-32b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-32b-instruct,,0,,,,,
1286,fireworks-ai-accounts-fireworks-models-qwen2p5-72b,fireworks-ai-accounts-fireworks-models-qwen2p5-72b,,0,,,,,
1287,fireworks-ai-accounts-fireworks-models-qwen2p5-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-72b-instruct,,0,,,,,
1288,fireworks-ai-accounts-fireworks-models-qwen2p5-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-7b-instruct,,0,,,,,
1289,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-0p5b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-0p5b,,0,,,,,
1290,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-0p5b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-0p5b-instruct,,0,,,,,
1291,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-14b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-14b,,0,,,,,
1292,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-14b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-14b-instruct,,0,,,,,
1293,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-1p5b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-1p5b,,0,,,,,
1294,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-1p5b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-1p5b-instruct,,0,,,,,
1295,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b,,0,,,,,
1296,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct,,0,,,,,
