rank,model_id,model_name,avg_reasoning_chat_score,benchmark_coverage,livebench_reasoning,livebench_overall,arena_elo
1274,fireworks-ai-accounts-fireworks-models-llama4-scout-instruct-basic,fireworks-ai-accounts-fireworks-models-llama4-scout-instruct-basic,,0,,,
1275,fireworks-ai-accounts-fireworks-models-llamaguard-7b,fireworks-ai-accounts-fireworks-models-llamaguard-7b,,0,,,
1276,fireworks-ai-accounts-fireworks-models-llava-yi-34b,fireworks-ai-accounts-fireworks-models-llava-yi-34b,,0,,,
1277,fireworks-ai-accounts-fireworks-models-minimax-m1-80k,fireworks-ai-accounts-fireworks-models-minimax-m1-80k,,0,,,
1278,fireworks-ai-accounts-fireworks-models-minimax-m2,fireworks-ai-accounts-fireworks-models-minimax-m2,,0,,,
1279,fireworks-ai-accounts-fireworks-models-minimax-m2p1,fireworks-ai-accounts-fireworks-models-minimax-m2p1,,0,,,
1280,fireworks-ai-accounts-fireworks-models-ministral-3-14b-instruct-2512,fireworks-ai-accounts-fireworks-models-ministral-3-14b-instruct-2512,,0,,,
1281,fireworks-ai-accounts-fireworks-models-ministral-3-3b-instruct-2512,fireworks-ai-accounts-fireworks-models-ministral-3-3b-instruct-2512,,0,,,
1282,fireworks-ai-accounts-fireworks-models-ministral-3-8b-instruct-2512,fireworks-ai-accounts-fireworks-models-ministral-3-8b-instruct-2512,,0,,,
1283,fireworks-ai-accounts-fireworks-models-mistral-7b,fireworks-ai-accounts-fireworks-models-mistral-7b,,0,,,
1284,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-4k,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-4k,,0,,,
1285,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-v0p2,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-v0p2,,0,,,
1286,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-v3,fireworks-ai-accounts-fireworks-models-mistral-7b-instruct-v3,,0,,,
1287,fireworks-ai-accounts-fireworks-models-mistral-7b-v0p2,fireworks-ai-accounts-fireworks-models-mistral-7b-v0p2,,0,,,
1288,fireworks-ai-accounts-fireworks-models-mistral-large-3-fp8,fireworks-ai-accounts-fireworks-models-mistral-large-3-fp8,,0,,,
1289,fireworks-ai-accounts-fireworks-models-mistral-nemo-base-2407,fireworks-ai-accounts-fireworks-models-mistral-nemo-base-2407,,0,,,
1290,fireworks-ai-accounts-fireworks-models-mistral-nemo-instruct-2407,fireworks-ai-accounts-fireworks-models-mistral-nemo-instruct-2407,,0,,,
1291,fireworks-ai-accounts-fireworks-models-mistral-small-24b-instruct-2501,fireworks-ai-accounts-fireworks-models-mistral-small-24b-instruct-2501,,0,,,
1292,fireworks-ai-accounts-fireworks-models-mixtral-8x22b,fireworks-ai-accounts-fireworks-models-mixtral-8x22b,,0,,,
1293,fireworks-ai-accounts-fireworks-models-mixtral-8x22b-instruct,fireworks-ai-accounts-fireworks-models-mixtral-8x22b-instruct,,0,,,
1294,fireworks-ai-accounts-fireworks-models-mixtral-8x22b-instruct-hf,fireworks-ai-accounts-fireworks-models-mixtral-8x22b-instruct-hf,,0,,,
1295,fireworks-ai-accounts-fireworks-models-mixtral-8x7b,fireworks-ai-accounts-fireworks-models-mixtral-8x7b,,0,,,
1296,fireworks-ai-accounts-fireworks-models-mixtral-8x7b-instruct,fireworks-ai-accounts-fireworks-models-mixtral-8x7b-instruct,,0,,,
1297,fireworks-ai-accounts-fireworks-models-mixtral-8x7b-instruct-hf,fireworks-ai-accounts-fireworks-models-mixtral-8x7b-instruct-hf,,0,,,
1298,fireworks-ai-accounts-fireworks-models-mythomax-l2-13b,fireworks-ai-accounts-fireworks-models-mythomax-l2-13b,,0,,,
1299,fireworks-ai-accounts-fireworks-models-nemotron-nano-v2-12b-vl,fireworks-ai-accounts-fireworks-models-nemotron-nano-v2-12b-vl,,0,,,
1300,fireworks-ai-accounts-fireworks-models-nous-capybara-7b-v1p9,fireworks-ai-accounts-fireworks-models-nous-capybara-7b-v1p9,,0,,,
1301,fireworks-ai-accounts-fireworks-models-nous-hermes-2-mixtral-8x7b-dpo,fireworks-ai-accounts-fireworks-models-nous-hermes-2-mixtral-8x7b-dpo,,0,,,
1302,fireworks-ai-accounts-fireworks-models-nous-hermes-2-yi-34b,fireworks-ai-accounts-fireworks-models-nous-hermes-2-yi-34b,,0,,,
1303,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-13b,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-13b,,0,,,
1304,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-70b,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-70b,,0,,,
1305,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-7b,fireworks-ai-accounts-fireworks-models-nous-hermes-llama2-7b,,0,,,
1306,fireworks-ai-accounts-fireworks-models-nvidia-nemotron-nano-12b-v2,fireworks-ai-accounts-fireworks-models-nvidia-nemotron-nano-12b-v2,,0,,,
1307,fireworks-ai-accounts-fireworks-models-nvidia-nemotron-nano-9b-v2,fireworks-ai-accounts-fireworks-models-nvidia-nemotron-nano-9b-v2,,0,,,
1308,fireworks-ai-accounts-fireworks-models-openchat-3p5-0106-7b,fireworks-ai-accounts-fireworks-models-openchat-3p5-0106-7b,,0,,,
1309,fireworks-ai-accounts-fireworks-models-openhermes-2-mistral-7b,fireworks-ai-accounts-fireworks-models-openhermes-2-mistral-7b,,0,,,
1310,fireworks-ai-accounts-fireworks-models-openhermes-2p5-mistral-7b,fireworks-ai-accounts-fireworks-models-openhermes-2p5-mistral-7b,,0,,,
1311,fireworks-ai-accounts-fireworks-models-openorca-7b,fireworks-ai-accounts-fireworks-models-openorca-7b,,0,,,
1312,fireworks-ai-accounts-fireworks-models-phi-2-3b,fireworks-ai-accounts-fireworks-models-phi-2-3b,,0,,,
1313,fireworks-ai-accounts-fireworks-models-phi-3-mini-128k-instruct,fireworks-ai-accounts-fireworks-models-phi-3-mini-128k-instruct,,0,,,
1314,fireworks-ai-accounts-fireworks-models-phi-3-vision-128k-instruct,fireworks-ai-accounts-fireworks-models-phi-3-vision-128k-instruct,,0,,,
1315,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-python-v1,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-python-v1,,0,,,
1316,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-v1,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-v1,,0,,,
1317,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-v2,fireworks-ai-accounts-fireworks-models-phind-code-llama-34b-v2,,0,,,
1318,fireworks-ai-accounts-fireworks-models-playground-v2-1024px-aesthetic,fireworks-ai-accounts-fireworks-models-playground-v2-1024px-aesthetic,,0,,,
1319,fireworks-ai-accounts-fireworks-models-playground-v2-5-1024px-aesthetic,fireworks-ai-accounts-fireworks-models-playground-v2-5-1024px-aesthetic,,0,,,
1320,fireworks-ai-accounts-fireworks-models-pythia-12b,fireworks-ai-accounts-fireworks-models-pythia-12b,,0,,,
1321,fireworks-ai-accounts-fireworks-models-qwen-qwq-32b-preview,fireworks-ai-accounts-fireworks-models-qwen-qwq-32b-preview,,0,,,
1322,fireworks-ai-accounts-fireworks-models-qwen-v2p5-14b-instruct,fireworks-ai-accounts-fireworks-models-qwen-v2p5-14b-instruct,,0,,,
1323,fireworks-ai-accounts-fireworks-models-qwen-v2p5-7b,fireworks-ai-accounts-fireworks-models-qwen-v2p5-7b,,0,,,
1324,fireworks-ai-accounts-fireworks-models-qwen1p5-72b-chat,fireworks-ai-accounts-fireworks-models-qwen1p5-72b-chat,,0,,,
1325,fireworks-ai-accounts-fireworks-models-qwen2-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-72b-instruct,,0,,,
1326,fireworks-ai-accounts-fireworks-models-qwen2-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-7b-instruct,,0,,,
1327,fireworks-ai-accounts-fireworks-models-qwen2-vl-2b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-vl-2b-instruct,,0,,,
1328,fireworks-ai-accounts-fireworks-models-qwen2-vl-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-vl-72b-instruct,,0,,,
1329,fireworks-ai-accounts-fireworks-models-qwen2-vl-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2-vl-7b-instruct,,0,,,
1330,fireworks-ai-accounts-fireworks-models-qwen2p5-0p5b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-0p5b-instruct,,0,,,
1331,fireworks-ai-accounts-fireworks-models-qwen2p5-14b,fireworks-ai-accounts-fireworks-models-qwen2p5-14b,,0,,,
1332,fireworks-ai-accounts-fireworks-models-qwen2p5-1p5b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-1p5b-instruct,,0,,,
1333,fireworks-ai-accounts-fireworks-models-qwen2p5-32b,fireworks-ai-accounts-fireworks-models-qwen2p5-32b,,0,,,
1334,fireworks-ai-accounts-fireworks-models-qwen2p5-32b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-32b-instruct,,0,,,
1335,fireworks-ai-accounts-fireworks-models-qwen2p5-72b,fireworks-ai-accounts-fireworks-models-qwen2p5-72b,,0,,,
1336,fireworks-ai-accounts-fireworks-models-qwen2p5-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-72b-instruct,,0,,,
1337,fireworks-ai-accounts-fireworks-models-qwen2p5-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-7b-instruct,,0,,,
1338,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-0p5b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-0p5b,,0,,,
1339,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-0p5b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-0p5b-instruct,,0,,,
1340,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-14b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-14b,,0,,,
1341,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-14b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-14b-instruct,,0,,,
1342,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-1p5b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-1p5b,,0,,,
1343,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-1p5b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-1p5b-instruct,,0,,,
1344,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b,,0,,,
1345,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct,,0,,,
1346,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct-128k,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct-128k,,0,,,
1347,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct-32k-rope,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct-32k-rope,,0,,,
1348,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct-64k,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-32b-instruct-64k,,0,,,
1349,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-3b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-3b,,0,,,
1350,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-3b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-3b-instruct,,0,,,
1351,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-7b,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-7b,,0,,,
1352,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-coder-7b-instruct,,0,,,
1353,fireworks-ai-accounts-fireworks-models-qwen2p5-math-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-math-72b-instruct,,0,,,
1354,fireworks-ai-accounts-fireworks-models-qwen2p5-vl-32b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-vl-32b-instruct,,0,,,
1355,fireworks-ai-accounts-fireworks-models-qwen2p5-vl-3b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-vl-3b-instruct,,0,,,
1356,fireworks-ai-accounts-fireworks-models-qwen2p5-vl-72b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-vl-72b-instruct,,0,,,
1357,fireworks-ai-accounts-fireworks-models-qwen2p5-vl-7b-instruct,fireworks-ai-accounts-fireworks-models-qwen2p5-vl-7b-instruct,,0,,,
1358,fireworks-ai-accounts-fireworks-models-qwen3-0p6b,fireworks-ai-accounts-fireworks-models-qwen3-0p6b,,0,,,
1359,fireworks-ai-accounts-fireworks-models-qwen3-14b,fireworks-ai-accounts-fireworks-models-qwen3-14b,,0,,,
1360,fireworks-ai-accounts-fireworks-models-qwen3-1p7b,fireworks-ai-accounts-fireworks-models-qwen3-1p7b,,0,,,
1361,fireworks-ai-accounts-fireworks-models-qwen3-1p7b-fp8-draft,fireworks-ai-accounts-fireworks-models-qwen3-1p7b-fp8-draft,,0,,,
1362,fireworks-ai-accounts-fireworks-models-qwen3-1p7b-fp8-draft-131072,fireworks-ai-accounts-fireworks-models-qwen3-1p7b-fp8-draft-131072,,0,,,
1363,fireworks-ai-accounts-fireworks-models-qwen3-1p7b-fp8-draft-40960,fireworks-ai-accounts-fireworks-models-qwen3-1p7b-fp8-draft-40960,,0,,,
1364,fireworks-ai-accounts-fireworks-models-qwen3-235b-a22b,fireworks-ai-accounts-fireworks-models-qwen3-235b-a22b,,0,,,
1365,fireworks-ai-accounts-fireworks-models-qwen3-235b-a22b-instruct-2507,fireworks-ai-accounts-fireworks-models-qwen3-235b-a22b-instruct-2507,,0,,,
1366,fireworks-ai-accounts-fireworks-models-qwen3-235b-a22b-thinking-2507,fireworks-ai-accounts-fireworks-models-qwen3-235b-a22b-thinking-2507,,0,,,
1367,fireworks-ai-accounts-fireworks-models-qwen3-30b-a3b,fireworks-ai-accounts-fireworks-models-qwen3-30b-a3b,,0,,,
1368,fireworks-ai-accounts-fireworks-models-qwen3-30b-a3b-instruct-2507,fireworks-ai-accounts-fireworks-models-qwen3-30b-a3b-instruct-2507,,0,,,
1369,fireworks-ai-accounts-fireworks-models-qwen3-30b-a3b-thinking-2507,fireworks-ai-accounts-fireworks-models-qwen3-30b-a3b-thinking-2507,,0,,,
1370,fireworks-ai-accounts-fireworks-models-qwen3-32b,fireworks-ai-accounts-fireworks-models-qwen3-32b,,0,,,
1371,fireworks-ai-accounts-fireworks-models-qwen3-4b,fireworks-ai-accounts-fireworks-models-qwen3-4b,,0,,,
1372,fireworks-ai-accounts-fireworks-models-qwen3-4b-instruct-2507,fireworks-ai-accounts-fireworks-models-qwen3-4b-instruct-2507,,0,,,
1373,fireworks-ai-accounts-fireworks-models-qwen3-8b,fireworks-ai-accounts-fireworks-models-qwen3-8b,,0,,,
1374,fireworks-ai-accounts-fireworks-models-qwen3-coder-30b-a3b-instruct,fireworks-ai-accounts-fireworks-models-qwen3-coder-30b-a3b-instruct,,0,,,
1375,fireworks-ai-accounts-fireworks-models-qwen3-coder-480b-a35b-instruct,fireworks-ai-accounts-fireworks-models-qwen3-coder-480b-a35b-instruct,,0,,,
1376,fireworks-ai-accounts-fireworks-models-qwen3-coder-480b-instruct-bf16,fireworks-ai-accounts-fireworks-models-qwen3-coder-480b-instruct-bf16,,0,,,
1377,fireworks-ai-accounts-fireworks-models-qwen3-embedding-0p6b,fireworks-ai-accounts-fireworks-models-qwen3-embedding-0p6b,,0,,,
1378,fireworks-ai-accounts-fireworks-models-qwen3-embedding-4b,fireworks-ai-accounts-fireworks-models-qwen3-embedding-4b,,0,,,
1379,fireworks-ai-accounts-fireworks-models-qwen3-next-80b-a3b-instruct,fireworks-ai-accounts-fireworks-models-qwen3-next-80b-a3b-instruct,,0,,,
1380,fireworks-ai-accounts-fireworks-models-qwen3-next-80b-a3b-thinking,fireworks-ai-accounts-fireworks-models-qwen3-next-80b-a3b-thinking,,0,,,
1381,fireworks-ai-accounts-fireworks-models-qwen3-reranker-0p6b,fireworks-ai-accounts-fireworks-models-qwen3-reranker-0p6b,,0,,,
1382,fireworks-ai-accounts-fireworks-models-qwen3-reranker-4b,fireworks-ai-accounts-fireworks-models-qwen3-reranker-4b,,0,,,
1383,fireworks-ai-accounts-fireworks-models-qwen3-reranker-8b,fireworks-ai-accounts-fireworks-models-qwen3-reranker-8b,,0,,,
1384,fireworks-ai-accounts-fireworks-models-qwen3-vl-235b-a22b-instruct,fireworks-ai-accounts-fireworks-models-qwen3-vl-235b-a22b-instruct,,0,,,
1385,fireworks-ai-accounts-fireworks-models-qwen3-vl-235b-a22b-thinking,fireworks-ai-accounts-fireworks-models-qwen3-vl-235b-a22b-thinking,,0,,,
1386,fireworks-ai-accounts-fireworks-models-qwen3-vl-30b-a3b-instruct,fireworks-ai-accounts-fireworks-models-qwen3-vl-30b-a3b-instruct,,0,,,
1387,fireworks-ai-accounts-fireworks-models-qwen3-vl-30b-a3b-thinking,fireworks-ai-accounts-fireworks-models-qwen3-vl-30b-a3b-thinking,,0,,,
1388,fireworks-ai-accounts-fireworks-models-qwen3-vl-32b-instruct,fireworks-ai-accounts-fireworks-models-qwen3-vl-32b-instruct,,0,,,
1389,fireworks-ai-accounts-fireworks-models-qwen3-vl-8b-instruct,fireworks-ai-accounts-fireworks-models-qwen3-vl-8b-instruct,,0,,,
1390,fireworks-ai-accounts-fireworks-models-qwq-32b,fireworks-ai-accounts-fireworks-models-qwq-32b,,0,,,
1391,fireworks-ai-accounts-fireworks-models-rolm-ocr,fireworks-ai-accounts-fireworks-models-rolm-ocr,,0,,,
1392,fireworks-ai-accounts-fireworks-models-snorkel-mistral-7b-pairrm-dpo,fireworks-ai-accounts-fireworks-models-snorkel-mistral-7b-pairrm-dpo,,0,,,
1393,fireworks-ai-accounts-fireworks-models-ssd-1b,fireworks-ai-accounts-fireworks-models-ssd-1b,,0,,,
1394,fireworks-ai-accounts-fireworks-models-stable-diffusion-xl-1024-v1-0,fireworks-ai-accounts-fireworks-models-stable-diffusion-xl-1024-v1-0,,0,,,
1395,fireworks-ai-accounts-fireworks-models-stablecode-3b,fireworks-ai-accounts-fireworks-models-stablecode-3b,,0,,,
1396,fireworks-ai-accounts-fireworks-models-starcoder-16b,fireworks-ai-accounts-fireworks-models-starcoder-16b,,0,,,
1397,fireworks-ai-accounts-fireworks-models-starcoder-7b,fireworks-ai-accounts-fireworks-models-starcoder-7b,,0,,,
1398,fireworks-ai-accounts-fireworks-models-starcoder2-15b,fireworks-ai-accounts-fireworks-models-starcoder2-15b,,0,,,
1399,fireworks-ai-accounts-fireworks-models-starcoder2-3b,fireworks-ai-accounts-fireworks-models-starcoder2-3b,,0,,,
1400,fireworks-ai-accounts-fireworks-models-starcoder2-7b,fireworks-ai-accounts-fireworks-models-starcoder2-7b,,0,,,
1401,fireworks-ai-accounts-fireworks-models-toppy-m-7b,fireworks-ai-accounts-fireworks-models-toppy-m-7b,,0,,,
1402,fireworks-ai-accounts-fireworks-models-whisper-v3,fireworks-ai-accounts-fireworks-models-whisper-v3,,0,,,
1403,fireworks-ai-accounts-fireworks-models-whisper-v3-turbo,fireworks-ai-accounts-fireworks-models-whisper-v3-turbo,,0,,,
1404,fireworks-ai-accounts-fireworks-models-yi-34b,fireworks-ai-accounts-fireworks-models-yi-34b,,0,,,
1405,fireworks-ai-accounts-fireworks-models-yi-34b-200k-capybara,fireworks-ai-accounts-fireworks-models-yi-34b-200k-capybara,,0,,,
1406,fireworks-ai-accounts-fireworks-models-yi-34b-chat,fireworks-ai-accounts-fireworks-models-yi-34b-chat,,0,,,
1407,fireworks-ai-accounts-fireworks-models-yi-6b,fireworks-ai-accounts-fireworks-models-yi-6b,,0,,,
1408,fireworks-ai-accounts-fireworks-models-yi-large,fireworks-ai-accounts-fireworks-models-yi-large,,0,,,
1409,fireworks-ai-accounts-fireworks-models-zephyr-7b-beta,fireworks-ai-accounts-fireworks-models-zephyr-7b-beta,,0,,,
1410,fireworks-ai-default,fireworks-ai-default,,0,,,
1411,fireworks-ai-embedding-150m-to-350m,fireworks-ai-embedding-150m-to-350m,,0,,,
1412,fireworks-ai-embedding-up-to-150m,fireworks-ai-embedding-up-to-150m,,0,,,
1413,fireworks-ai-glm-4p7,fireworks-ai-glm-4p7,,0,,,
1414,fireworks-ai-kimi-k2p5,fireworks-ai-kimi-k2p5,,0,,,
1415,fireworks-ai-minimax-m2p1,fireworks-ai-minimax-m2p1,,0,,,
1416,fireworks-ai-moe-up-to-56b,fireworks-ai-moe-up-to-56b,,0,,,
1417,fireworks-ai-nomic-ai-nomic-embed-text-v1,fireworks-ai-nomic-ai-nomic-embed-text-v1,,0,,,
1418,fireworks-ai-nomic-ai-nomic-embed-text-v1-5,fireworks-ai-nomic-ai-nomic-embed-text-v1-5,,0,,,
1419,fireworks-ai-thenlper-gte-base,fireworks-ai-thenlper-gte-base,,0,,,
1420,fireworks-ai-thenlper-gte-large,fireworks-ai-thenlper-gte-large,,0,,,
1421,fireworks-ai-up-to-4b,fireworks-ai-up-to-4b,,0,,,
1422,fireworks-ai-whereisai-uae-large-v1,fireworks-ai-whereisai-uae-large-v1,,0,,,
1423,free,Free Models Router,,0,,,
1424,friendliai-meta-llama-3-1-70b-instruct,friendliai-meta-llama-3-1-70b-instruct,,0,,,
1425,friendliai-meta-llama-3-1-8b-instruct,friendliai-meta-llama-3-1-8b-instruct,,0,,,
1426,ft,ft,,0,,,
1427,galrionsoftworks-2-mn-loosecannon-12b-v1,MN-LooseCannon-12B-v1,,0,,,
1428,gemini-2-0-flash-exp-image-generation,Gemini Text + Image,,0,,,
1429,gemini-2-0-pro-reasoner,Gemini 2.0 Pro Reasoner,,0,,,
1430,gemini-2-5-computer-use-preview-10-2025,gemini-2-5-computer-use-preview-10-2025,,0,,,
1431,gemini-2-5-flash-image,Google: Nano Banana (Gemini 2.5 Flash Image),,0,,,
1432,gemini-2-5-flash-image-preview,Gemini 2.5 Flash Image (Preview),,0,,,
1433,gemini-2-5-flash-lite-preview-06-17,Gemini 2.5 Flash Lite Preview 06-17,,0,,,
1434,gemini-2-5-flash-lite-preview-09-2025-thinking,Gemini 2.5 Flash Lite Preview (09/2025) – Thinking,,1,,,
1435,gemini-2-5-flash-native-audio-latest,gemini-2-5-flash-native-audio-latest,,0,,,
1436,gemini-2-5-flash-native-audio-preview-09-2025,gemini-2-5-flash-native-audio-preview-09-2025,,0,,,
1437,gemini-2-5-flash-native-audio-preview-12-2025,gemini-2-5-flash-native-audio-preview-12-2025,,0,,,
1438,gemini-2-5-flash-nothink,gemini-2.5-flash-nothink,,0,,,
1439,gemini-2-5-flash-nothinking,Gemini 2.5 Flash (No Thinking),,1,,,
1440,gemini-2-5-flash-preview-04-17,Gemini 2.5 Flash Preview 04-17,,0,,,
1441,gemini-2-5-flash-preview-05-20,Gemini 2.5 Flash Preview 05-20,,0,,,
1442,gemini-2-5-flash-preview-09-2025,Gemini 2.5 Flash Preview 09-25,,0,,,
1443,gemini-2-5-flash-preview-09-2025-thinking,Gemini 2.5 Flash Preview (09/2025) – Thinking,,0,,,
1444,gemini-2-5-flash-preview-tts,Gemini 2.5 Flash Preview TTS,,0,,,
1445,gemini-2-5-pro-preview-03-25,Gemini 2.5 Pro Preview 0325,,0,,,
1446,gemini-2-5-pro-preview-05-06,Google: Gemini 2.5 Pro Preview 05-06,,1,,,
1447,gemini-2-5-pro-preview-06-05,Gemini 2.5 Pro Preview 06-05,,1,,,
1448,gemini-2-5-pro-preview-tts,Gemini 2.5 Pro Preview TTS,,0,,,
1449,gemini-3-0-flash-preview,Gemini 3.0 Flash Preview,,0,,,
1450,gemini-3-0-pro-image-preview,Gemini 3.0 Pro Image Preview,,0,,,
1451,gemini-3-0-pro-preview,Gemini 3.0 Pro Preview,,0,,,
1452,gemini-3-1-flash-image-preview,Google: Nano Banana 2 (Gemini 3.1 Flash Image Preview),,0,,,
1453,gemini-3-1-flash-lite-preview,Google: Gemini 3.1 Flash Lite Preview,,0,,,
1454,gemini-3-1-pro-preview,Google: Gemini 3.1 Pro Preview,,0,,,
1455,gemini-3-1-pro-preview-customtools,Google: Gemini 3.1 Pro Preview Custom Tools,,0,,,
1456,gemini-3-flash-preview,Google: Gemini 3 Flash Preview,,2,,,
1457,gemini-3-flash-preview-thinking,Gemini 3 Flash Thinking,,1,,,
1458,gemini-3-pro-image,Nano Banana Pro (Gemini 3 Pro Image),,0,,,
1459,gemini-3-pro-image-preview,Google: Nano Banana Pro (Gemini 3 Pro Image Preview),,0,,,
1460,gemini-3-pro-preview,Google: Gemini 3 Pro Preview,,3,,,
1461,gemini-3-pro-preview-search,Gemini 3 Pro Preview Search,,0,,,
